,Customer_name,Rating,Review_Title,Review
4721,Joey K,3,F & B service is poor,"i attended a 3 day conference in Grand Hyatt recently and I must say that the service and food quality is a big let down. There were no service staff to serve Masala Chai and when I called them to serve, each one just asked the other to do it and in the end i helped myself....not once, not twice but a few times. The food quality was poor and not up to mark for a 5 star hotel. I suggest more training and friendlier service is required for the staff.  otherwise i wouldn't suggest having a big conference in this hotel, not able to handle and cope with big functions."
4722,Suprit R,4,"Location, location","Booked here as the company travel agent got a good rate vis-a-vis the Trident and Sofitel in nearby BKC. Excellent location - 20 minutes drive from the international airport in the afternoon, and 10 minutes from the domestic airport for a late morning departure. Very convenient for business meetings in the north (MIDC) as well as the south (Nariman Point). Plus points - excellent buffet breakfast, extremely courteous staff, and excellent quality of toiletries. Lobby area very conducive for meeting business guests. Niggling points - room appeared dated compared to the Trident BKC where I had stayed a year earlier. Water accumulated in the shower area and sounds of dripping and draining continued for 15 minutes. For a hotel so close to the domestic airport, one would have expected…"
4723,Nik_Pereira,5,Pleasurable Stay at the Grand Hyatt,"We stayed at the Grand Hyatt Mumbai to take a break for the Christmas holidays. The rooms were well equipped and maintained well. The restaurants were splendid, we tried the buffet for two meals and they were both excellent with a wide spread of cuisines ranging from Indian, Lebanese, Chinese etc. the dessert section was also excellent. The staff at the restaurant were very friendly and paid special attention to our requests with a nice special touch that made us feel extra welcome. The exteriors are a bit run down, but i could see extensive repair going on to spruce up the exteriors.  Overall great hotel to stay. I would stay again and also recommend to others. "
4724,Ashwini_Oza,5,Fab Hotel!,"Located close to the Airport, this hotel is an excellent choice for business travellers as well as leisure holidays. The rooms are very tastefully done and bathrooms are large and nice! the highlight is the buffet breakfast, quality of food is excellent and there is plenty to choose from. Staff are very courteous and service is prompt. Would definitely go back!"
4725,Atulsinghlondon,4,"Convenient location, quality property and service.","Have stayed here a couple of times. The rooms are very well kept with open plan bathroom. Service is prompt and the location ideal, close to the domestic airport. U can, very quickly get on to the western express highway. Plenty of shopping in the hotel and the gym is well equipped with helpful trainers. China House is one of the best Chinese restraunts in the city, love the food. China House lounge is a buzzing and happening place to be post midnight. Has an entry fee/cover charge though. Good business hotel."
4726,av1anurag,4,Nice and Peaceful,This hotel is located just off the western express highway between the airport and Bandra Kurla Complex. The atmosphere inside the hotel is quite serene which suddenly strikes you after the gruesome travel on WEH. It is a nice place to arrange business meetings for the people on a short trip to Mumbai.
4727,Beardy Adventurer,5,First class hotel,"I have returned to the Grand Hyatt again and again on the simple basis of it being an absolutely top end hotel.   In addition to the general quality of the hotel and the restaurants, the service here always leaves me speechless. It may be a cliche but you really do get treated like royalty.  It may not be the cheapest hotel in Mumbai, but on each occasion I have stayed here I have absolutely got what I paid for. I genuinely look forward to vsisitng this place on business.  Thoroughly recommended, whether for business or pleasure."
4728,Amit B,4,Very good stay,This hotel is one of the closest hotels to my office and becomes an automatic choice for my business trips.   The rooms have all the modern amenities that are required by a business traveler. The rooms are quite spacious and are very well maintained. The breakfast buffet is sumptuous and has choices which can cater to guests from all parts of the world.   The security staff can be a bit pedantic at times and can leave you irritated!  Overall a very good choice for the business traveler.
4729,ushakrish,3,"Lovely Hotel, poor service","The positives: it is a very beautiful hotel, reasonably close to the airports and the resturants have some superb food. The coffeshop at the back is a great place for casual meetings and the shopping arcade is really nice for browsing. The rooms are of course very good given the price-band.  Where the hotel really fails is in service. Security personnel at the gate prod you with the wand instead of swishing it. No one comes forward to pick up your luggage. In the morning I was directed to wrong resturant for an early breakfast and was sent out after I sat down!! There is no complimentary airport drop....   Overall, I feel as though I am in an American Hotel, not an Indian 5-Star. Which is fine if you are a foreigner, I guess"
4730,PARTHA A,3,One night business stay,I stayed just for one night at this hotel... Hotel is very near to airport but too much noisy due to flight arrival/ departure thursts....  Room service was good... Food quality was not good especially indian menu... Even the dosa that i had in the morning was not good..reception was quite helpful even at odd hrs... 
4731,Dr N K S,4,My recent Jan2013 stay at Grand Hyatt Mumbai,"I recently stay at Grand Hyatt Mumbai for two nights on 11 and 12 Jan 2013. I have to wait for one hour for checkin because of wrong feeding of my name in their computer, they could correct it very very slowly, thats why me and my wife had to wait for more than one hour at midnight in their lobby. Overall stay and experience was good. The breakfast was good , lunch and dinner was just OK , room and room service was good."
4732,arj_ind,3,Good but does not delight you,"I stayed for two nights (30th and 31st of Dec2012) on my way to Nagpur. Good things first the staff is extremely helpful and courteous location is good very easily accessible from airport. Now the real experience.... I booked a Quad room the staff there had no idea that i had booked a quad room I was travelling with two kids aged 11 & 13 the room was awfully small for 4 people there was not even space for an extra bed forget two. When i complained they shifted(promptly)me to another room which was slightly bigger with space for one extra bed. The quality of mattress was pathetic i had bad sleep the first night then next night i removed some covering on the mattress I could sleep better. The TV in the room was old with the USB slot not working, the technician tried with no…"
4733,Gracy007,5,Centrally located in Mumbai,"Located in the heart of the city- Mumbai. Easily commutable to most of the attractions,just a minute away from the western express highway and 20 minutes away from International Airport. Very well maintained and clean rooms. The best I liked about the hotel is the heath club, swimming pool, spa,sauna,shops and tennis court,what else do you need? And don't miss the chinese restaurant 'China House' if you like good food and ambience. If you are lucky enough you might get to see Indian social events like weddings,etc."
4734,mathewerali,5,Great Ambience to stay,Good hospitality. An experience not to be missed out. Well treated for all guests. Well maintained and keeps a good ambiance to stay. Located very near to the airport and comfortable during the travel. Exotic choices of variety cuisines. A must recommended stay for family and business trips.
4735,Rob_DM,4,This is a very nice hotel - some noise issues,"I stayed at this hotel during a trade show, and must say that there was only 1 fault, and that is that the rooms are not very soundproof. Normally not an issue unless you have the neighbours from hell who hold parties in their room.  Room quality, service and food was very good, the hotel is well maintained and staff are polie and friendly. They were however not great at dealing with noise complaints. When this issue was brought to the hotel manager's attention it was resolved."
4736,Jsingh0,5,Great hotel!,The hotel is a fantastic business hotel.  Its not necessarily centrally located but still amazing.  The restaurants are great and so is the service.  The chinese restaurant had amazing peking duck and I really liked everything about this hotel.  It is definitely a business hotel so go with that in mind and prices are up there with international 5 star hotels so be prepared but you get your monies worth.
4737,arpitagr,5,"Excellent breakfast, adequate hotel","I visit Mumbai often and even though this hotel is slightly far from my workplace, I find it the best among all hotels I have stayed in, in Mumbai. Here's why - 1. The breakfast spread is LAVISH. The variety is just amazing. 2. The rooms are no-nonsense, clean, nicely renovated and spacious. The bed is very comfortable and not overly fluffy. 3. It is near the airport, so makes for a quick get-in-get-out. You need this in Mumbai due to the unpredictable traffic. Haven't really experienced the other hotel amenities. Tried the gym, again it was adequate. All in all, a good business hotel"
4738,milan_choksey,5,Excellent place for business purpose,"among sea of business hotels in mumbai, this 1 truly stands out... conveniently located close 2 d mumbai airport, the hotel provides accomodation of international standards.... the food is exemplary... esp d salads... simply amazin.. also d restaurants r coz y and provide wide range of choice of delicacies with soothin ambience..... definitely a world class hotel..."
4739,ritesh s,5,Excellent Property,"Excellent property to stay for business, leisure or transit purposes. The hotel has nice, well decorated and maintained rooms for a nice stay.  The hotel staffs are also very cooperative and check-in process is very fast. I recommend this hotel to everyone."
4740,sudev s,5,Enjoyed the stay at Hyatt,Hyatt was an unplanned stay. The bathroom they have are amazing. The dinner buffet provide a good array of choices ranging from Arabian to Mexican. Beer is also part of the buffet. The Indian restaurant has some amazing choices with a live Tandoori counter. There is a Japanese restaurant with live music as well
4741,dhaval_sejal,4,Fun Relaxation holiday hotel,"It was great experience spending my much needed relaxing holiday with my family. Room Ambiance, Hotel Courtesy, quick service and above all a great dining wide variety of international cuisine to choose from. Room were quite spacious and the bathrooms were also very spacious. Above all the facilities at the Grand Hyatt has kept its name Grand facilities. I would definitely stay again in this hotel  Location is good if you have to travel to different corners of Mumbai and it is relatively close to the airport. Stay at this hotel is worth every penny spent staying here"
4742,rangbal,5,Excellent Stay,"Normally we stay at Four Points in Vashi Mumbai, whenever we visit on official work.  This time we stayed at Grand Hyatt, which is close to Domestic Airport along with our senior executives from our overseas head office.  While we hear about the experience of the stay here, we were pleasantly surprised to see, and experience of all the delights we heard.  We stayed for over four days and visited all the restaurants inside. The breakfast buffett was very good and the Italian gourmet was more than delicious.  I am sure who ever stays / visits this hotel in Mumbai, will get true value for money and above all ""FULLEST SATISFACTION"" R. BALAJEE CEO The Converging World"
4743,Ranz10,4,Good but does not meet the standards of grand Hyatt,Location was not that good ... Close to the high way but close to the slums as well .. On a lonely street ... But the time spent there was good ... Worth my money.. The breakfast here is the best I have seen till date in Mumbai .. Large menu and have kept it to a very good standard 
4744,Joy_tuscano,5,One of the best hotels close to Mumbai Airport,A grand place very close to the Mumbai International airport. The location is especially helpful if one needs to travel to different parts of the city. Its very spacious and comfortable. The restaurants are excellent and not that pricey considering the fact that its a Grand Hyatt. The bar is good to meet people and also for some small meetings. The Italian restaurant is good with its authentic Italian food. The staff is extremely helpful and resourceful.
4745,JKMorgan1978,5,Great Business Hotel,"Great experience at the Grand Hyatt, very comfortable and spacious. Service is very attentive as you would expect. Feels very safe and secure and restaurant offerings are first class. Good gym facility and the outdoor pool is pleasant but there is exterior work going on to the hotel so its not particularly pretty at the moment. I will certainly stay again, the proximity to the airport is great especially if you are using this as a base to get to other locations in India for the day such as Hyderabad/Bangalore/Pune."
4746,PickyglobetrotterUk,4,Fourth visit and still good,"A consistently good offering. I stay here regularly, normally taking a few rooms for a week. Location is good if you have to travel to different corners of Mumbai and it is relatively close to the airport. Club level is worth the extra cost. Excellent restaurants-buffet is very comprehensive, with foods from every continent. Chinese restaurant is great (very authentic, no Manchurian Chicken!) if expensive."
4747,Nahor,5,Perfect Stop Over,"This hotel is only a short transfer from the airport, it needs to be short when you land in Mumbai at 2:00am. Check in process is fairly slow, but this is usual when checking in for most hotels in India. A welcome surprise is that the restaurant is over 24 hours a day and serves good food even at 3:00am. Rooms are well appointed and have a number of small details which make this hotel a 5 star. Only minor point is that light switches were not wired correctly which made turning of all the lights in the room a little difficult. Breakfast is extensive with the choice to suit most guests, even my wife. Breakfast services wasn't bad, but with a few adjustment could be excellent. I would stay here again if I was not able to get a connecting flight at a suitable time. There are however…"
4748,Deepak_GlobeTrotter,5,Excellent,"Went to stay for new years eve, Spend last 2 days of 2012 there, and it was worth every bit. Room at club ensured evening cocktails and snacks and was very ggod. Pool is outdoor so not heated, but good nevertheless. Staff is friendly and helpful, expected at that price :) True luxury experience. Go For Itt."
4749,TheItinerantTinker,3,Largely impersonal,"This property is within 10 mins driving distance from the Mumbai domestic airport.  And it is big.  Hence it lends itself very well to corporate galas, wedding parties and fashion events.  Service and attention to detail is just average.  The food passes muster.  The rooms are spacious - not cosy and noise from the corridor can be very disturbing, particularly oif your neighbors are returning from some late evening partying.   The neighborhood outside the hotel is non-existent in terms of walks or shopping or entertainment or scenery.  If you are visiting India as a tourist, esp with family - this is no place to stay.  If you are a business person wanting to dash to the airport and all the boxes ticked in the hotel venue - this would do the trick."
4750,TracyFamilyGuy,5,Nice hotel! lovely breakfast,"Stayed at this hotel for a business trip. Staff was very friendly. I used the business center / lounge area. Folks there were very helpful. Breakfast had a great spread and yummy!   All in all, if you can afford it, this is a great hotel.   hotel is fairly close to the airport, that always helps. And if you buy the upgrade to the lounce"
4751,AnnRB,3,"A nice hotel, but management needs to be more diligent.","The good: Nicely furnished large rooms and spacious bathrooms.  The gym is large and well equipped.  The public spaces are bright and airy.  Garden/pool is a nice refuge from noisy Mumbai. Not so good: The breakfast choices were excellent, however the restaurant is a little overcrowded when the hotel is busy.  On the first day, there were no tables available, and every day the restaurant was slightly chaotic.  Perhaps an outdoor terrace could be added so the tables are spread out more. The Hyatt is away from the main road so a little inconvenient for tourists, but the hotel is a good price and easy commute as an airport hotel.  One of the problems with the location is the Cool Cab monopoly at the Hyatt.  It would not be a problem if the taxi company used its meters, but instead…"
4752,MayankKhanduja,5,excellent place to stay,"love this hotel - large rooms, spacious lobby/coffee shop, elaborate breakfast. everything is very good about this hotel. the location is also very good - pretty close to the domestic airport. havent been disappointed by this place ever."
4753,Nowhereelsetogo,5,Wanted to stay longer!,Unfortunately I was only in Mumbai for a quick stop over. But the stand out feature of this hotel was the foyer which had the most amazing art collection (tour available) I wish they didn't check me in so quickly so I had more time to view the art.  Breakfast buffet is one of the best I have had. Wish I could tell you more. Maybe next time!
4754,sridhar_srin,5,Excellent service,"Easily now one of my favorite hotels. Key is the attitude of the staff who are friendly and helpful without being overly obsequious. Pretty much everyone (door man, concierge, security staff, the waiters at the restaurant) appears to have been trained and monitored well. Rooms are decent. The buffet dinner in their main restaurant is easily one of the best I have come across.  Minor drawback is the continuous movement and chatter of hotel staff in the corridors through the day - if you are planning to spend any time working in your room, this can be a distraction."
4755,Lynnannpereira,4,Would love to stay at The Grand Hyatt again.,"Stayed there for 3 days in Room 3134 from Dec 28th - Dec 30th. Loved it. Special thanks to Deepak Sharma and Sadaf Shaikh from the F&B Department for their amazing Hospitality. Also a very special thanks to Shankar of the F&B and Pradeep of the HK departments for putting a huge smile on the face of my 2yr old son. God bless all of you. Best wishes, Mrs. Lynnann Pereira."
4756,Muskoka21,5,Well done! Our family really enjoyed it!,I'm staying at this hotel as we had a medical emergency while on tour. I can say the stay appeared very well trained and compassionate during our entire stay. The club level was a nice upgrade. The rooms are massive but comfortable. I must say the exterior (which is being renovated) is not consistent with the interiors which are very current and up to date. The location is excellent for access to the airports but obviously quite some distance to the cbd. Based on the property alone I would choose this over the Four Seasons. The restaurants appear above average. I would rate this property as excellent value and would not hesitate a return visit. 
4757,LCandBC,4,A few more helpful details,have stayed at eh Grad Hyatt around 10 time on business trips to Mumbai and have previously written a long review.  Wanted to add a few useful tips from stay this past week. - Hotel is currently under renovation and there is a lot of loud hammering going on at extended hour (not 24/7 but definitely during times you might want to sleep if you are traveling from other time zones. -  avoid rooms very close to the elevator. so many international guests arrive and leave at late night hours it is very loud near the elevators.  Bu be preared the quiet rooms can be a long walk down long hallways - worth it in my mind for quiet. - room doors are very heavy and don't alway latch shut - be sure your door is closed and latched when you leave. - wifi is 400 rs for 1 hour or 900 Rs for 24…
4758,Singkiwi,3,basic and ok,"starting to get a bit tired now, carpets are stained etc, the room was ok, linen was excellent. i try to avoid the service and like to be left alone. worked for me. staff were generally friendly. i paid for a club room but ended up on another floor with ""access"" to the club floor. apparently the rooms are the same? "
4759,ARUN63512,4,GOOD CONFERENCE HOTEL,"I stayed in Grand Hyatt for a conference in the first week of November 2012, it is very close to the domestic airport and in a quite calm area which is unusual for a location in Mumbai. To my surprise the rooms are quite spacious being a old property and the frontage lobby is very good. The hotel service is good.  Food is very good. The property is quite old but still is maintained in a decent way.  Over all feel was  good. Ony at the time of chek in the counter person behaved like a government officer rather than 5star hospitality desk officer for not having a government ID proof and he was not willing to even go a extra mile to help me out."
4760,GOAL_Spring,3,An average business hotel,"This is a typical business hotel. It is a bit aged. Although the hotel provides basic and necessary amenities for guests. one will not get the feeling of personalized service as in most of the large hotels.  Staff are in general polite and friendly. For several floors, there are no connection between the rooms on the South Wing and North Wing. Once I went up by the South Wing lift and looked for my room for 10+minutes past mid-night after check-in,  despite there was a clear direction with my room number on it, the way was not through.  I had to come down to the lobby and walked to the North Wing.  Most of the international flights arrive Mumbai late and the reception staff were tired at those hours so this could be an easy overlook. The buffet breakfast had a wide spread of…"
4761,Sameer Kochhar,4,A large sized experience in city with cramped spaces,"Everything about Grand Hyatt is King Size, from the lobby to the rooms. Significantly bigger than most other five star properties in the suburbs. The staff is excellent though a bit forgetful. They forgot to write down my booking for the board room but managed to avert the disaster at the last minute. Complimentary drinks and beverages were adequate for the apology. Food in the hotel is generally very good."
4762,pranavkhanna,1,no one cares,"horrible service and no one cares. i am a platinum member with Hyatt and i have never stayed in a worse Hyatt property in my life!!!! I took a club room and it was the worst mistake of my life. The property lends its gardens for wedding functions with blaring music that carries on till after mid night and the guests have no choice but to be subjected to it!!! the hotel staff can do nothing about it!!!! i have always stayed at the Four Seasons, The Taj Lands end or the Oberoi. made a huge mistake by staying at the Hyatt. NEVER AGAIN!!!!!"
4763,Kishan N,5,The best hotel in Mumbai Suburbs,"I spent 10 days here with my Wife and 2.5 year old baby while on a business trip, and the hotel staff exceeded all expectations. Room was perfect, everything you would expect from a 5 star hotel but the staff were the winners, they knew us by name and fell in love with my daughter and attended to all our needs without us having to ask. Food was very delicious in all the restaurants and i cant wait to return next year."
4764,JOB912,1,Disappointment,"As a business traveler I have  traveled extensively for years all over the world.  One way to stay sane is by managing my own expectations.  I've learned in India that the facility is one thing but the hotels have to be considered on quality of service.    This one leaves me sadly underwhelmed (and this is putting it nicely).  I don't plan to return to this hotel.  Feel free to stop reading here is you're busy.    If you are okay being in an area where you cant walk to anything (as this hotel is) then I recommend the Hyatt Regency near the airport.  Have never had a bad experience there.    Some specifics about this hotel:  - Noisy. Hallways, hammering in the courtyard, loud parties, etc.  unusually loud.   - staff issues.   They simply ""forgot"" certain transit instructions…"
4765,combebelle,4,"Good service, restaurant options, room size, quiet but isolated","Regular for business visitors.  Attentive but not intrusive service, gym, pool, and several restaurant choices including a multi style buffet.  20-35 minutes to airport.  Rooms are decent size and quality,  Overall resaonable value. Adjacent to a couple of corporate office buildings but need a driver to go anywhere."
4766,Saif A,4,Big and Quiet,"We stayed for five nights at the grand hyatt mumbai which is located in a quite locaton in santa cruz (east). The hotel is big and quiet. Occassionally there is a wedding downstains but that did not bother us since there is a separate entrance etc.   The positives - there is a small shopping mall attached to the hotel in case one wants to do final shopping - we went to the saloon and the services was amazing. We felt at home. - there are so many restaurants to choose from especially indian, international, italian and chinese. We liked the international buffet because of the variety and they do save some finest indian dishes. - the hotel receptionist and conceirge are fast and efficient.  areas of improvements - the shower water doest run into the drain and most of the time the…"
4767,B P,2,Hyatt's Failure - Construction Site - Tiny Rooms - Food Poisoning,"6 Diamond Years then Platinum - Many many many Hyatt's in many many many countries later -- I have never witnessed such an ABSOLUTE AND PROFOUND FAILURE on the part of Hyatt.  It saddens me to see it and to know that one cannot rely on blindly booking the Hyatt brand.  CON's  1.   ACTIVE IN-HOUSE CONSTRUCTION -  Expect to hear drilling ALL DAY and into the NIGHT.  You will be told that they will stop at 6 PM. Sometimes yes. Sometimes no.  You will be transferred to a new room, but the IN-HOUSE construction will likely persist.    This property should have whole wings closed or whole property closed for construction; but you as the guest are not important enough to warrant this.  FAILED CONSTRUCTION MANAGEMENT.  2.   PAINT FUMES - POLYURETHANE SMELL.  The 6th Floor often had a…"
4768,tanagogo1,4,An excellent choice,"If you are on business and looking for a conveniently placed hotel with excellent business facilities, then the GH Mumbai should be on your list. Fast and efficient service, clean comfortable and well spec'd rooms"
4769,Vinod Nair,5,Close to Airport Buisness Hotel,"I had stayed here for a Medical Conference,  The service is brilliant and the rooms lovely, it has a cool but expensive club in the hotel. What makes it even woth the stay is its staff. Extremely cooperative and a very attentive staff - be it at the reception, restaurant or room service. A decent spread and good and tasty food.It was a great stay."
4770,neerajrock,4,“Excellent Hotel ... Must stay”,"What a Hotel !! What makes it even woth the stay is its staff. Extremely cooperative and a very attentive staff - be it at the reception, restaurant or room service. I reached early and requested for a room to change my travelling clothes. Even though I was pretty early the they obliged with an upgraded room for me to freshen up. I used the gym facility as well - Breakfast is extremely sumptuous. A decent spread and good and tasty food.It was a great stay and surely deserves a repeat visti... all thye best to the hotel staff and congrats for a job well done"
4771,TheMilkMan2000,4,Nice Hotel,"I stayed here on a weekend before moving to another part of the country for a business trip. The service is brilliant and the rooms lovely, it has a cool but expensive club in the hotel which was fun although it closed at 1:30am and apparently you cant take drink on the dance floor. The pool was also very dissappointing and the location is far from the main tourist spots.  Very good hotel but its expensive!"
4772,Reisaapie,4,Lives up to expectation of a close to airport business hotel,"This is a good hotel and conveniently located close to the airport, but not you choice if you need to be in Mumbai downtown each day as that just takes to long.   Amenities are great with the best and most spacious gyms I have seen during my travels. This really helps you going there. The outside jogging track is uneven and due to the time of year, not worth going out to (smoke/fog) and a bit of a distance from the gym area.   Was not too impressed by the italian restaurant on site - decent, but nothing special.   The room was spacious, a spacious bathroom (separate shower) and well maintained. The outside of the building was less attractive though and in need of work on some of the stone walls."
4773,Kapilsekhri,5,Exuberant and comfortable,"Grand hyatt mumbai is truly among the most comfortable, luxurious but not in your face hotel to stay for business. Very convenient double lifts, excellent choice of restaurants and spacious rooms really do come in handy especially when u have a longish stay planned. I was very amazed with attractively priced wines which is rare to find in India.  Very wide choice of cuisine doesn't let you miss anything and no need for stepping out of hotel."
4774,Bhushan P Singh,4,Nice Hotel - Near to Airport & Business Hub BKC!!!,"Good Service, professional staff. Rooms are good with all amenities. It has multiple restaurants. Location is good in terms of it being very close to BKC otherwise you have office buildings next door. The Hotel had good gym, swimming pool. What I liked best was reception, lobby area. Also there were ample varieties available during breakfast. What I like least was that the rooms were not quiet. The outside sound could be heard within room."
4775,AmySG,4,Great hotel,"The Grand Hyatt was a great hotel for easy access to the airport. While my stay was brief (2 nights), the in-hotel restaurants were quite good, offering great breakfast and dinner buffets. The rooms were lovely and quite comfortable.  The amenities were fine and the staff very pleasant.  Worthy of another stay!"
4776,anvermoola,4,Regular Business Visitor,"Great location if you do business in the BKC area. The rooms are well-appointed and the restaurants are great (Indian, Chinese, Italian and a MultiCuisine restaurant). Overall the service is fantastic and the staff extremely friendly. I stay here on average 2 times a month, so feel quite at home. Once in a while I have been put in a room that overlooks a very noisy part of the area then it is almost impossible to sleep. But all the rooms in the other wings are great.  Beware, however if you are trying to book a meeting room. Even if you are booked in as a guest when booking a meeting room, they will ask you to send copies of your credit card and a signed reservation form. Only problem with this is that I scanned and e-mailed them everything but they insisted on receiving this by…"
4777,Toetjesfreak,5,Super!,"Super modern hotel, with very comfortable large rooms. Hotel staff are very friendly, chefs in the restaurant idem dito. The Indian restaurant is awesome, when something isn't on the menu they'll just make it for you. Right outside of the hotel are slums, which is a bit of a weird feeling once you walk out the front gate - but this is the case in many hotels in Mumbai."
4778,Iag1551,5,"Great hotel, excellent food, oasis of Western calm in a manic city","Stayed here for 6 nights on business in mid-October 2012 and was very impressed. Room was spacious, comfortable, clean and well maintained. Food choices in the hotel were excellent with one of the best hotel breakfasts I've come across anywhere.. Service was helpful and responsive, fitness room was well-equipped. Only possible drawback is location. It is not in Mumbai proper and while convenient if you're doing business in the suburbs (where a lot of international business is done these days), it's not located near the tourist spots of South Mumbai. Highly recommended."
4779,eddiek2012,4,Average with Hyatt Standard,"We stayed 2 nights at this hotel. We request airport pickup....no reply from the hotel before we arrived Mumbai. We came out of the airport...late at night, in India...it was good that we spot the Grand Hyatt pick up service, 15 mins later we were on the hotel limo, didnt inform us how much it cost until we paid the bill when we check out. We want to book a car for a half day tour...the hotel car...6000-7000 Rup (130US), we decided to order a taxi 1600 Rup (30US). Sure there were difference....but... The breakfast was great and the staffs were helpful. After all it was just another Hyatt....its location is 20 mins from the airport. If you want to transit on a early flight, you can consider this one."
4780,Sunitakat,5,Excellent hotel to stay in Mumbai,"Grand Hyatt Mumbai is located just at 20 minutes drive from Mumbai airport and is an excellent hotel to stay in Mumbai for Business as well as family travellers. The hotel offers sheer luxury and comfort for all guest and the rooms, service, restaurant everything is just world class. The hotel offers best in class services for food, stay and services. Overall superb hotel to stay."
4781,Rajarshi_11,5,Its an excellent Hotel!,"I have been staying for my office trips at The Grand Hyatt Mumbai during the last two visit. GHM  is a GREAT Hotel!! Firstly, its located in a good location in Santa Cruz. Secondly, the staff behaviour is excellent and warm, the reception - the restaurants - room service - ISD Department - Laundry - Gym - concierge ...... absolutely everywhere I went !!  I have stayed in a number of Hyatt properties and also did stay in a few 4 and 5 star hotel and resorts in India, and GHM definitely is one of the best experience. Looking forward to be in Mumbai soon again!! Shall be reserving rooms - Hotel choice by default now!"
4782,ckatsuya,4,"Good hotel, good location","I'm a big fan of the Hyatt hotels, and was not disappointed by this one. Nice property, good service at reception desk, nice breakfast buffet. The hotel is going through some renovation, so it can be a bit noisy. Confess that I was a bit disappointed by the gym - it was a bit dark and too warm. Location is excellent, not too far from the airport and (fortunately) to most of my meetings, so can't really complain. This is a keeper. Will be back there if I ever have to go back to Mumbai."
4783,rahulbendre,5,A Great 5 star Experience,"The name say... Its grand and if its grand its Hyatt. near to airport, close to sea link to head to town side. This Hotel is one among the best. Huge rooms, perfect staff, Great environmental pleasures, amazing Italian food I have no regards to recommend this hotel to business or leisure family travelers. But remember good and best things in life come at a cost and mind you to experience the difference one has to pay. If you can afford the cost then this is one of the best hotel in Mumbai to stay."
4784,Ashish T,5,Awesome Place,Only stayed for a day. It was a corporate event. Great place for event. Also great food and services they offered. I was happy with the arrangements. Staff is very friendly.  The service is depicted by every member of the staff and they all are extremely warm & welcoming. It was nice experience to had been there. I would recommend this place for everyone.
4785,bondarlen,5,Unforgettable memories,"It was my vacation last year. But till now i cant forgot its pleasant staying. Hotel not so far from airport.Amazing food and very professional staff. Thanks you guts a lot! My room was near lounge club, but no sounds going inside room from ppl))) Great view from window, every morning pigeons flew. Wanna back there not only for one time!"
4786,purecha,5,Night Stay @ Hyatt,What an amazing experience i had with Hyatt. Actually i had received a complimentry stay from my company for 1 night couple and believe me we enjoyed every moment of the same. The Food was superb we also visited China House which is a Pub inhouse. ROom service was excellent and staff is very polite and friendly. If you wish to stay closer to the Domentic Airport this is the place to stay.
4787,Dee D,3,"Fine on infrastructure, horrible attention to detail","Stayed overnight at the Hyatt, with a two day conference, for a client.   I've stayed at the Hyatt a couple of times before, and the infrastructure and food has always been as I expected of a valuable brand.  This time, however, I found it was the service that was below par. Both on arrival and leaving, our hands were full with bags and there was plenty of staff hanging around, no one bothered to open the doors or assist us.   At the conference, the first answer to any request was usually no. I had a bad throat and requested for hot water in a flask, as I had a bad throat- there was no flask! The next day I asked for a large white board, there was no large white board! And as always, it is not only about the refusal but also the curtness and indifference with which it is done.…"
4788,danielyeoenghow,5,Grand Club Room,"The experience which i had is nothing short of amazing. Every staffs in the hotel speaks good English and the staffs remembers you by your name which goes to show the tremendous effort by them in hospitality.  The service were very prompt and far exceeded my expectation, staffs over here tries to make your stay a memorable one.  When I was at loss for choice of food, the Guest Relations Executive tries to find out what kinda taste buds i have before making recommendations on the restaurants and food that they have here.Impressive i should say! The food was good, stay was memorable and I'll be sure to stay in the same hotel the next time i fly to Mumbai."
4789,shahrulnn,5,"5-star hotel, 5-minutes away from the Mumbai airport :)","I've stayed at this hotels for a few times, and I have to agree with other reviews about Hyatt's consistency. I enjoyed the selection of F&B offered, especially the breakfast buffet. The room is spacious, cosy with classy amenities. It is so near to the airport, and the hotel support going green by having hybrid cars for guests pick-up service (so nice!)  Throughout my stay, the person on the phone (be it housekeeping, room service or the front desk) will address me by my name and that made me impressed with the hospitality shown by the staff.  The only thing I wished for this hotel to improve is : please provide free Wi-Fi for your guests. Considering most of the guests are business travellers, having that kind of service will surely delighted them (me included)."
4790,Trikky123,5,Second Time Around,"My second stay this year at the Grand Hyatt Mumbai was as good as the first. Though it is not close to where it is all happening down Colaba way it is very close to the airport which is a real bonus, and it is very easy to get a taxi to wherever you want to go. As I always say a hotel is only as good as it's people and the staff of the Grand Hyatt as warm, friendly and efficient. The rooms are cosy, the beds are deliciously comfy  and they have great hairdryers. The hotel itself is spacious and has the most amazing artwork scattered beautifully around the hotels open areas. Last but not least all the restaurants within the hotel are outstanding. And they do a great special Grand Hyatt Mojito in the bar."
4791,953sweeted,4,Getting back to its 5star status,My last stay in january was not pleasant so being a gold passport member for 15 years I got in touch with the HQ and they convinced me to give it another try which I did first week of September. The rooms have undergone cosmetic renovation and mosquito problems have improved significantly. They have added staff to executive lounge which is the most important place for business traveller so breakfast is fast and food is excellent. Italian restaurant and china house are still very good. Pool is closed for renovation but used the residences section pool which is more peaceful  Only small issue is there was a wedding on Saturday night and I could here the loud music but they stopped at a decent hour. Will return again
